,LGA,Period,avg_response_time_min,total_num_first_responses
1225,Yarra Ranges,31/12/2020,24:03,"1,319"
1226,Yarriambiack,31/12/2020,37:44,93
1227,Unincorporated,31/12/2020,94:34,1
1228,Interstate LGAs,31/12/2020,38:42,164
1229,Total AV,31/12/2020,28:56,"58,766"
1230,Alpine,31/03/2021,40:02,192
1231,Ararat,31/03/2021,27:17,154
1232,Ballarat,31/03/2021,31:56,"1,228"
1233,Banyule,31/03/2021,35:08,962
1234,Bass Coast,31/03/2021,37:15,586
1235,Baw Baw,31/03/2021,33:11,535
1236,Bayside,31/03/2021,39:06,644
1237,Benalla,31/03/2021,34:43,193
1238,Boroondara,31/03/2021,35:41,890
1239,Brimbank,31/03/2021,34:28,"1,514"
1240,Buloke,31/03/2021,47:16,64
1241,Campaspe,31/03/2021,20:55,490
1242,Cardinia,31/03/2021,30:37,901
1243,Casey,31/03/2021,32:31,"2,480"
1244,Central Goldfields,31/03/2021,34:00,251
1245,Colac-Otway,31/03/2021,34:32,304
1246,Corangamite,31/03/2021,29:14,159
1247,Darebin,31/03/2021,35:09,"1,320"
1248,East Gippsland,31/03/2021,38:09,723
1249,Frankston,31/03/2021,29:30,"1,571"
1250,Gannawarra,31/03/2021,45:12,166
1251,Glen Eira,31/03/2021,38:18,904
1252,Glenelg,31/03/2021,26:40,256
1253,Golden Plains,31/03/2021,38:16,97
1254,Greater Bendigo,31/03/2021,33:41,"1,285"
1255,Greater Dandenong,31/03/2021,30:56,"1,484"
1256,Greater Geelong,31/03/2021,32:30,"2,704"
1257,Greater Shepparton,31/03/2021,29:31,861
1258,Hepburn,31/03/2021,38:12,179
1259,Hindmarsh,31/03/2021,34:13,75
1260,Hobsons Bay,31/03/2021,34:46,720
1261,Horsham,31/03/2021,31:54,341
1262,Hume,31/03/2021,34:14,"1,959"
1263,Indigo,31/03/2021,39:02,117
1264,Kingston,31/03/2021,34:10,"1,169"
1265,Knox,31/03/2021,29:01,"1,214"
1266,Latrobe,31/03/2021,26:46,"1,128"
1267,Loddon,31/03/2021,39:02,91
1268,Macedon Ranges,31/03/2021,28:45,452
1269,Manningham,31/03/2021,36:49,797
1270,Mansfield,31/03/2021,49:22,139
1271,Maribyrnong,31/03/2021,35:10,691
1272,Maroondah,31/03/2021,27:38,"1,027"
1273,Melbourne,31/03/2021,31:30,"2,003"
1274,Melton,31/03/2021,35:10,"1,272"
1275,Mildura,31/03/2021,33:18,660
1276,Mitchell,31/03/2021,34:37,589
1277,Moira,31/03/2021,36:58,498
1278,Monash,31/03/2021,35:19,1313
1279,Moonee Valley,31/03/2021,67:19,"1,421"
1280,Moorabool,31/03/2021,34:36,348
1281,Moreland,31/03/2021,36:57,"1,395"
1282,Mornington Peninsula,31/03/2021,29:52,"1,831"
1283,Mount Alexander,31/03/2021,40:55,192
1284,Moyne,31/03/2021,34:36,155
1285,Murrindindi,31/03/2021,39:38,217
1286,Nillumbik,31/03/2021,37:42,374
1287,Northern Grampians,31/03/2021,31:21,201
1288,Port Phillip,31/03/2021,34:25,955
1289,Pyrenees,31/03/2021,35:59,78
1290,Queenscliffe,31/03/2021,31:33,39
1291,South Gippsland,31/03/2021,40:02,331
1292,Southern Grampians,31/03/2021,28:13,139
1293,Stonnington,31/03/2021,37:54,776
1294,Strathbogie,31/03/2021,36:08,177
1295,Surf Coast,31/03/2021,30:30,344
1296,Swan Hill,31/03/2021,34:13,270
1297,Towong,31/03/2021,36:02,88
1298,Wangaratta,31/03/2021,35:08,410
1299,Warrnambool,31/03/2021,27:19,385
1300,Wellington,31/03/2021,30:32,523
1301,West Wimmera,31/03/2021,35:10,40
1302,Whitehorse,31/03/2021,34:22,"1,176"
1303,Whittlesea,31/03/2021,34:59,"1,610"
1304,Wodonga,31/03/2021,32:59,426
1305,Wyndham,31/03/2021,32:32,"1,516"
1306,Yarra,31/03/2021,32:15,798
1307,Yarra Ranges,31/03/2021,29:30,"1,210"
1308,Yarriambiack,31/03/2021,38:29,105
1309,Unincorporated,31/03/2021,57:17,11
1310,Interstate LGAs,31/03/2021,37:08,149
1311,Total AV,31/03/2021,34:12,"57,042"
1312,Alpine,30/06/2021,45:14,176
1313,Ararat,30/06/2021,34:09,183
1314,Ballarat,30/06/2021,31:17,"1,267"
1315,Banyule,30/06/2021,41:46,"1,018"
1316,Bass Coast,30/06/2021,39:45,587
1317,Baw Baw,30/06/2021,32:45,625
1318,Bayside,30/06/2021,44:48,611
1319,Benalla,30/06/2021,34:25,196
1320,Boroondara,30/06/2021,42:08,883
1321,Brimbank,30/06/2021,37:29,"1,491"
1322,Buloke,30/06/2021,41:50,78
1323,Campaspe,30/06/2021,30:35,511
1324,Cardinia,30/06/2021,31:30,838
1325,Casey,30/06/2021,36:41,"2,290"
1326,Central Goldfields,30/06/2021,36:14,225
1327,Colac-Otway,30/06/2021,36:02,270
1328,Corangamite,30/06/2021,30:57,181
1329,Darebin,30/06/2021,39:18,"1,171"
1330,East Gippsland,30/06/2021,37:21,699
1331,Frankston,30/06/2021,32:49,1532
1332,Gannawarra,30/06/2021,44:50,131
1333,Glen Eira,30/06/2021,42:01,866
1334,Glenelg,30/06/2021,27:16,218
1335,Golden Plains,30/06/2021,36:02,136
1336,Greater Bendigo,30/06/2021,34:02,"1,223"
1337,Greater Dandenong,30/06/2021,34:26,"1,374"
1338,Greater Geelong,30/06/2021,32:40,"2,661"
1339,Greater Shepparton,30/06/2021,32:02,890
1340,Hepburn,30/06/2021,35:12,171
1341,Hindmarsh,30/06/2021,30:53,80
1342,Hobsons Bay,30/06/2021,37:35,681
1343,Horsham,30/06/2021,32:25,353
1344,Hume,30/06/2021,37:48,"1,881"
1345,Indigo,30/06/2021,38:41,107
1346,Kingston,30/06/2021,37:18,1431
1347,Knox,30/06/2021,34:06,"1,190"
1348,Latrobe,30/06/2021,26:16,"1,084"
1349,Loddon,30/06/2021,42:53,99
1350,Macedon Ranges,30/06/2021,30:18,512
1351,Manningham,30/06/2021,43:12,747
1352,Mansfield,30/06/2021,39:37,96
1353,Maribyrnong,30/06/2021,36:40,653
1354,Maroondah,30/06/2021,31:41,950
1355,Melbourne,30/06/2021,37:25,"1,754"
1356,Melton,30/06/2021,40:13,"1,219"
1357,Mildura,30/06/2021,34:53,650
1358,Mitchell,30/06/2021,32:56,566
1359,Moira,30/06/2021,40:51,432
1360,Monash,30/06/2021,39:32,"1,306"
1361,Moonee Valley,30/06/2021,76:38,"1,385"
1362,Moorabool,30/06/2021,38:55,352
1363,Moreland,30/06/2021,40:11,"1,361"
1364,Mornington Peninsula,30/06/2021,31:34,"1,707"
1365,Mount Alexander,30/06/2021,38:11,229
1366,Moyne,30/06/2021,34:53,142
1367,Murrindindi,30/06/2021,38:45,185
1368,Nillumbik,30/06/2021,43:34,389
1369,Northern Grampians,30/06/2021,34:04,213
1370,Port Phillip,30/06/2021,40:05,836
1371,Pyrenees,30/06/2021,31:08,72
1372,Queenscliffe,30/06/2021,26:18,36
1373,South Gippsland,30/06/2021,36:34,307
1374,Southern Grampians,30/06/2021,31:58,168
1375,Stonnington,30/06/2021,42:31,702
1376,Strathbogie,30/06/2021,38:54,145
1377,Surf Coast,30/06/2021,26:46,245
1378,Swan Hill,30/06/2021,32:42,283
1379,Towong,30/06/2021,32:58,74
1380,Wangaratta,30/06/2021,34:14,360
1381,Warrnambool,30/06/2021,28:23,383
1382,Wellington,30/06/2021,31:26,532
1383,West Wimmera,30/06/2021,38:24,41
1384,Whitehorse,30/06/2021,38:26,"1,184"
1385,Whittlesea,30/06/2021,36:48,"1,504"
1386,Wodonga,30/06/2021,32:30,415
1387,Wyndham,30/06/2021,34:20,"1,549"
1388,Yarra,30/06/2021,36:46,735
1389,Yarra Ranges,30/06/2021,32:11,"1,235"
1390,Yarriambiack,30/06/2021,36:44,85
1391,Unincorporated,30/06/2021,35:21,13
1392,Interstate LGAs,30/06/2021,37:22,156
1393,Total AV,30/06/2021,36:57,"55,016"
1394,Alpine,30/09/2021,38:42,178
1395,Ararat,30/09/2021,30:07,211
1396,Ballarat,30/09/2021,29:51,"1,326"
1397,Banyule,30/09/2021,34:01,971
1398,Bass Coast,30/09/2021,35:26,584
1399,Baw Baw,30/09/2021,30:34,643
1400,Bayside,30/09/2021,38:06,682
1401,Benalla,30/09/2021,28:45,224
1402,Boroondara,30/09/2021,36:00,"1,008"
1403,Brimbank,30/09/2021,36:03,"1,550"
1404,Buloke,30/09/2021,43:50,66
1405,Campaspe,30/09/2021,29:59,520
1406,Cardinia,30/09/2021,30:19,876
1407,Casey,30/09/2021,31:23,"2,655"
1408,Central Goldfields,30/09/2021,30:28,256
1409,Colac-Otway,30/09/2021,31:42,266
1410,Corangamite,30/09/2021,30:14,204
1411,Darebin,30/09/2021,35:13,"1,360"
1412,East Gippsland,30/09/2021,37:24,756
1413,Frankston,30/09/2021,29:39,"1,516"
1414,Gannawarra,30/09/2021,39:05,147
1415,Glen Eira,30/09/2021,37:17,"1,041"
1416,Glenelg,30/09/2021,27:17,265
1417,Golden Plains,30/09/2021,34:43,134
1418,Greater Bendigo,30/09/2021,31:43,"1,368"
1419,Greater Dandenong,30/09/2021,31:12,"1,503"
1420,Greater Geelong,30/09/2021,31:49,"2,801"
1421,Greater Shepparton,30/09/2021,28:31,897
1422,Hepburn,30/09/2021,34:15,187
1423,Hindmarsh,30/09/2021,32:53,97
1424,Hobsons Bay,30/09/2021,35:06,750
1425,Horsham,30/09/2021,27:40,372
1426,Hume,30/09/2021,36:59,"2,242"
1427,Indigo,30/09/2021,31:27,134
1428,Kingston,30/09/2021,34:08,"1,262"
1429,Knox,30/09/2021,28:34,"1,293"
1430,Latrobe,30/09/2021,24:22,"1,237"
1431,Loddon,30/09/2021,44:26,13
1432,Macedon Ranges,30/09/2021,26:18,527
1433,Manningham,30/09/2021,37:37,772
1434,Mansfield,30/09/2021,40:18,108
1435,Maribyrnong,30/09/2021,34:48,703
1436,Maroondah,30/09/2021,31:43,"1,135"
1437,Melbourne,30/09/2021,35:30,"1,645"
1438,Melton,30/09/2021,35:00,"1,358"
1439,Mildura,30/09/2021,29:45,764
1440,Mitchell,30/09/2021,31:10,617
1441,Moira,30/09/2021,34:04,463
1442,Monash,30/09/2021,34:35,"1,421"
1443,Moonee Valley,30/09/2021,69:07,"1,419"
1444,Moorabool,30/09/2021,34:13,365
1445,Moreland,30/09/2021,38:53,"1,529"
1446,Mornington Peninsula,30/09/2021,26:16,"1,913"
1447,Mount Alexander,30/09/2021,31:52,232
1448,Moyne,30/09/2021,32:37,141
1449,Murrindindi,30/09/2021,36:23,167
1450,Nillumbik,30/09/2021,38:43,366
1451,Northern Grampians,30/09/2021,30:38,200
1452,Port Phillip,30/09/2021,34:52,816
1453,Pyrenees,30/09/2021,35:06,91
1454,Queenscliffe,30/09/2021,33:48,37
1455,South Gippsland,30/09/2021,34:59,314
1456,Southern Grampians,30/09/2021,29:35,192
1457,Stonnington,30/09/2021,36:17,706
1458,Strathbogie,30/09/2021,35:24,161
1459,Surf Coast,30/09/2021,29:19,248
1460,Swan Hill,30/09/2021,30:19,267
1461,Towong,30/09/2021,36:03,85
1462,Wangaratta,30/09/2021,34:45,414
1463,Warrnambool,30/09/2021,26:38,444
1464,Wellington,30/09/2021,28:27,581
1465,West Wimmera,30/09/2021,31:20,42
1466,Whitehorse,30/09/2021,35:59,"1,230"
1467,Whittlesea,30/09/2021,35:46,"1,742"
1468,Wodonga,30/09/2021,29:44,458
1469,Wyndham,30/09/2021,32:57,"1,688"
1470,Yarra,30/09/2021,32:24,722
1471,Yarra Ranges,30/09/2021,29:24,"1,180"
1472,Yarriambiack,30/09/2021,35:26,73
1473,Unincorporated,30/09/2021,34:11,87
1474,Interstate LGAs,30/09/2021,29:50,146
1475,Total AV,30/09/2021,33:43,"59,240"
1476,Alpine,31/12/2021,47:19,180
1477,Ararat,31/12/2021,38:11,176
1478,Ballarat,31/12/2021,29:21,"1,095"
1479,Banyule,31/12/2021,45:46,789
1480,Bass Coast,31/12/2021,41:42,513
1481,Baw Baw,31/12/2021,37:28,507
1482,Bayside,31/12/2021,51:54,540
1483,Benalla,31/12/2021,36:10,204
1484,Boroondara,31/12/2021,46:43,686
1485,Brimbank,31/12/2021,45:37,"1,318"
1486,Buloke,31/12/2021,58:25,68
1487,Campaspe,31/12/2021,34:59,463
1488,Cardinia,31/12/2021,39:12,709
1489,Casey,31/12/2021,40:33,"2,122"
1490,Central Goldfields,31/12/2021,43:19,209
1491,Colac-Otway,31/12/2021,32:18,238
1492,Corangamite,31/12/2021,39:29,182
1493,Darebin,31/12/2021,45:06,"1,020"
1494,East Gippsland,31/12/2021,42:05,660
1495,Frankston,31/12/2021,35:46,"1,270"
1496,Gannawarra,31/12/2021,50:27,120
1497,Glen Eira,31/12/2021,47:56,688
1498,Glenelg,31/12/2021,28:52,197
1499,Golden Plains,31/12/2021,39:51,108
1500,Greater Bendigo,31/12/2021,42:40,"1,081"
1501,Greater Dandenong,31/12/2021,40:40,"1,235"
1502,Greater Geelong,31/12/2021,36:21,2297
1503,Greater Shepparton,31/12/2021,38:25,833
1504,Hepburn,31/12/2021,36:40,134
1505,Hindmarsh,31/12/2021,44:10,67
1506,Hobsons Bay,31/12/2021,43:34,597
1507,Horsham,31/12/2021,35:55,304
1508,Hume,31/12/2021,45:33,"1,711"
1509,Indigo,31/12/2021,41:42,126
1510,Kingston,31/12/2021,43:04,904
1511,Knox,31/12/2021,37:53,942
1512,Latrobe,31/12/2021,32:18,962
1513,Loddon,31/12/2021,40:58,88
1514,Macedon Ranges,31/12/2021,31:34,420
1515,Manningham,31/12/2021,43:10,600
1516,Mansfield,31/12/2021,44:27,110
1517,Maribyrnong,31/12/2021,48:23,570
1518,Maroondah,31/12/2021,37:49,880
1519,Melbourne,31/12/2021,41:05,"1,487"
1520,Melton,31/12/2021,45:43,"1,132"
1521,Mildura,31/12/2021,37:31,633
1522,Mitchell,31/12/2021,37:36,510
1523,Moira,31/12/2021,46:01,411
1524,Monash,31/12/2021,45:54,"1,060"
1525,Moonee Valley,31/12/2021,81:25,"1,087"
1526,Moorabool,31/12/2021,46:09,289
1527,Moreland,31/12/2021,48:19,"1,110"
1528,Mornington Peninsula,31/12/2021,35:21,"1,473"
1529,Mount Alexander,31/12/2021,40:27,213
1530,Moyne,31/12/2021,36:36,132
1531,Murrindindi,31/12/2021,44:25,193
1532,Nillumbik,31/12/2021,45:46,298
1533,Northern Grampians,31/12/2021,34:13,190
1534,Port Phillip,31/12/2021,45:47,701
1535,Pyrenees,31/12/2021,43:38,85
1536,Queenscliffe,31/12/2021,33:42,36
1537,South Gippsland,31/12/2021,40:33,281
1538,Southern Grampians,31/12/2021,31:22,180
1539,Stonnington,31/12/2021,49:13,577
1540,Strathbogie,31/12/2021,44:35,132
1541,Surf Coast,31/12/2021,33:09,226
1542,Swan Hill,31/12/2021,36:30,240
1543,Towong,31/12/2021,36:33,76
1544,Wangaratta,31/12/2021,36:22,374
1545,Warrnambool,31/12/2021,32:15,318
1546,Wellington,31/12/2021,35:55,438
1547,West Wimmera,31/12/2021,49:17,35
1548,Whitehorse,31/12/2021,43:54,981
1549,Whittlesea,31/12/2021,44:23,"1,393"
1550,Wodonga,31/12/2021,35:32,396
1551,Wyndham,31/12/2021,41:58,"1,393"
1552,Yarra,31/12/2021,42:20,643
1553,Yarra Ranges,31/12/2021,37:37,"1,061"
1554,Yarriambiack,31/12/2021,38:58,86
1555,Unincorporated,31/12/2021,91:29,4
1556,Interstate LGAs,31/12/2021,45:26,133
1557,Total AV,31/12/2021,42:07,"47,950"
1558,Alpine,31/03/2022,45:15,175
1559,Ararat,31/03/2022,39:25,177
1560,Ballarat,31/03/2022,36:41,961
1561,Banyule,31/03/2022,46:19,681
1562,Bass Coast,31/03/2022,42:29,519
1563,Baw Baw,31/03/2022,35:01,485
1564,Bayside,31/03/2022,53:04,488
1565,Benalla,31/03/2022,42:13,169
1566,Boroondara,31/03/2022,51:45,691
1567,Brimbank,31/03/2022,44:23,"1,218"
1568,Buloke,31/03/2022,55:07,51
1569,Campaspe,31/03/2022,45:52,418
1570,Cardinia,31/03/2022,42:02,643
1571,Casey,31/03/2022,43:20,"1,809"
1572,Central Goldfields,31/03/2022,42:49,194
1573,Colac-Otway,31/03/2022,42:23,253
1574,Corangamite,31/03/2022,37:30,175
1575,Darebin,31/03/2022,45:44,954
1576,East Gippsland,31/03/2022,46:34,569
1577,Frankston,31/03/2022,37:20,"1,195"
1578,Gannawarra,31/03/2022,50:42,119
1579,Glen Eira,31/03/2022,49:34,631
1580,Glenelg,31/03/2022,36:10,209
1581,Golden Plains,31/03/2022,37:29,85
1582,Greater Bendigo,31/03/2022,43:10,"1,077"
1583,Greater Dandenong,31/03/2022,40:37,"1,076"
1584,Greater Geelong,31/03/2022,40:47,"2,018"
1585,Greater Shepparton,31/03/2022,41:01,709
1586,Hepburn,31/03/2022,37:29,155
1587,Hindmarsh,31/03/2022,46:24,62
1588,Hobsons Bay,31/03/2022,45:04,512
1589,Horsham,31/03/2022,39:36,285
1590,Hume,31/03/2022,44:32,"1,548"
1591,Indigo,31/03/2022,44:02,104
1592,Kingston,31/03/2022,45:03,875
1593,Knox,31/03/2022,40:45,853
1594,Latrobe,31/03/2022,33:12,889
1595,Loddon,31/03/2022,45:33,66
1596,Macedon Ranges,31/03/2022,36:28,384
1597,Manningham,31/03/2022,47:08,520
1598,Mansfield,31/03/2022,42:35,128
1599,Maribyrnong,31/03/2022,43:53,544
1600,Maroondah,31/03/2022,40:35,806
1601,Melbourne,31/03/2022,42:19,"1,444"
1602,Melton,31/03/2022,44:13,"1,078"
1603,Mildura,31/03/2022,43:38,584
1604,Mitchell,31/03/2022,37:54,470
1605,Moira,31/03/2022,47:10,417
1606,Monash,31/03/2022,48:46,"1,041"
1607,Moonee Valley,31/03/2022,82:04,"1,016"
1608,Moorabool,31/03/2022,45:18,322
1609,Moreland,31/03/2022,47:53,"1,079"
1610,Mornington Peninsula,31/03/2022,37:51,"1,354"
1611,Mount Alexander,31/03/2022,43:45,197
1612,Moyne,31/03/2022,46:17,17
1613,Murrindindi,31/03/2022,42:39,208
1614,Nillumbik,31/03/2022,43:08,299
1615,Northern Grampians,31/03/2022,38:42,177
1616,Port Phillip,31/03/2022,46:33,672
1617,Pyrenees,31/03/2022,43:42,57
1618,Queenscliffe,31/03/2022,34:17,36
1619,South Gippsland,31/03/2022,38:14,277
1620,Southern Grampians,31/03/2022,39:03,148
1621,Stonnington,31/03/2022,47:26,516
1622,Strathbogie,31/03/2022,51:07,149
1623,Surf Coast,31/03/2022,37:10,207
1624,Swan Hill,31/03/2022,43:25,237
1625,Towong,31/03/2022,33:13,84
1626,Wangaratta,31/03/2022,45:10,288
1627,Warrnambool,31/03/2022,41:47,347
1628,Wellington,31/03/2022,39:00,392
1629,West Wimmera,31/03/2022,40:56,33
1630,Whitehorse,31/03/2022,45:41,886
1631,Whittlesea,31/03/2022,42:19,"1,235"
1632,Wodonga,31/03/2022,39:18,328
1633,Wyndham,31/03/2022,40:29,"1,263"
1634,Yarra,31/03/2022,48:27,642
1635,Yarra Ranges,31/03/2022,37:41,969
1636,Yarriambiack,31/03/2022,54:16,56
1637,Unincorporated,31/03/2022,55:14,18
1638,Interstate LGAs,31/03/2022,45:29,140
1639,Total AV,31/03/2022,43:42,"44,263"
