,LGA,Period,avg_response_time_min,total_num_first_responses
115,Indigo,30/09/2018,31:39,90
116,Kingston,30/09/2018,21:37,"1,170"
117,Knox,30/09/2018,18:26,"1,098"
118,Latrobe,30/09/2018,23:59,"1,043"
119,Loddon,30/09/2018,34:47,82
120,Macedon Ranges,30/09/2018,21:16,402
121,Manningham,30/09/2018,24:46,666
122,Mansfield,30/09/2018,41:53,100
123,Maribyrnong,30/09/2018,23:05,702
124,Maroondah,30/09/2018,20:22,952
125,Melbourne,30/09/2018,21:58,"2,135"
126,Melton,30/09/2018,21:16,"1,052"
127,Mildura,30/09/2018,30:04,662
128,Mitchell,30/09/2018,23:38,509
129,Moira,30/09/2018,26:20,377
130,Monash,30/09/2018,22:47,"1,306"
131,Moonee Valley,30/09/2018,61:54,"1,285"
132,Moorabool,30/09/2018,20:52,297
133,Moreland,30/09/2018,23:25,"1,369"
134,Mornington Peninsula,30/09/2018,20:53,"1,497"
135,Mount Alexander,30/09/2018,29:36,214
136,Moyne,30/09/2018,29:28,96
137,Murrindindi,30/09/2018,32:52,151
138,Nillumbik,30/09/2018,22:54,342
139,Northern Grampians,30/09/2018,26:36,159
140,Port Phillip,30/09/2018,22:52,798
141,Pyrenees,30/09/2018,27:55,81
142,Queenscliffe,30/09/2018,19:52,25
143,South Gippsland,30/09/2018,29:25,295
144,Southern Grampians,30/09/2018,27:48,141
145,Stonnington,30/09/2018,23:58,665
146,Strathbogie,30/09/2018,28:44,129
147,Surf Coast,30/09/2018,21:57,200
148,Swan Hill,30/09/2018,30:51,250
149,Towong,30/09/2018,30:43,67
150,Wangaratta,30/09/2018,32:00,296
151,Warrnambool,30/09/2018,19:40,336
152,Wellington,30/09/2018,26:29,427
153,West Wimmera,30/09/2018,31:01,40
154,Whitehorse,30/09/2018,21:57,"1,146"
155,Whittlesea,30/09/2018,22:15,"1,402"
156,Wodonga,30/09/2018,24:01,376
157,Wyndham,30/09/2018,21:46,"1,494"
158,Yarra,30/09/2018,21:16,779
159,Yarra Ranges,30/09/2018,20:52,"1,134"
160,Yarriambiack,30/09/2018,32:35,71
161,Unincorporated,30/09/2018,29:11,234
162,Interstate LGAs,30/09/2018,31:45,152
163,Total AV,30/09/2018,23:47,"51,870"
164,Alpine,31/12/2018,33:00,174
165,Ararat,31/12/2018,21:23,111
166,Ballarat,31/12/2018,22:05,"1,082"
167,Banyule,31/12/2018,22:21,970
168,Bass Coast,31/12/2018,26:02,516
169,Baw Baw,31/12/2018,22:18,502
170,Bayside,31/12/2018,25:30,623
171,Benalla,31/12/2018,25:39,162
172,Boroondara,31/12/2018,23:20,923
173,Brimbank,31/12/2018,22:06,"1,525"
174,Buloke,31/12/2018,42:26,53
175,Campaspe,31/12/2018,28:29,423
176,Cardinia,31/12/2018,21:07,740
177,Casey,31/12/2018,20:23,"2,317"
178,Central Goldfields,31/12/2018,24:25,205
179,Colac-Otway,31/12/2018,28:52,250
180,Corangamite,31/12/2018,30:22,156
181,Darebin,31/12/2018,21:41,1393
182,East Gippsland,31/12/2018,33:06,635
183,Frankston,31/12/2018,19:14,"1,536"
184,Gannawarra,31/12/2018,33:51,107
185,Glen Eira,31/12/2018,25:05,930
186,Glenelg,31/12/2018,25:59,214
187,Golden Plains,31/12/2018,26:53,107
188,Greater Bendigo,31/12/2018,24:41,"1,041"
189,Greater Dandenong,31/12/2018,19:34,"1,526"
190,Greater Geelong,31/12/2018,22:55,"2,508"
191,Greater Shepparton,31/12/2018,22:43,769
192,Hepburn,31/12/2018,27:31,144
193,Hindmarsh,31/12/2018,31:35,75
194,Hobsons Bay,31/12/2018,23:49,726
195,Horsham,31/12/2018,29:03,237
196,Hume,31/12/2018,20:18,"1,872"
197,Indigo,31/12/2018,30:42,105
198,Kingston,31/12/2018,22:47,"1,237"
199,Knox,31/12/2018,19:16,"1,188"
200,Latrobe,31/12/2018,20:46,"1,091"
201,Loddon,31/12/2018,33:21,81
202,Macedon Ranges,31/12/2018,21:48,427
203,Manningham,31/12/2018,23:32,699
204,Mansfield,31/12/2018,31:15,111
205,Maribyrnong,31/12/2018,22:42,701
206,Maroondah,31/12/2018,20:03,961
207,Melbourne,31/12/2018,22:58,"2,362"
208,Melton,31/12/2018,20:35,"1,098"
209,Mildura,31/12/2018,26:53,605
210,Mitchell,31/12/2018,24:29,529
211,Moira,31/12/2018,26:37,399
212,Monash,31/12/2018,23:04,"1,288"
213,Moonee Valley,31/12/2018,60:52,"1,325"
214,Moorabool,31/12/2018,23:38,329
215,Moreland,31/12/2018,23:17,"1,382"
216,Mornington Peninsula,31/12/2018,20:49,"1,645"
217,Mount Alexander,31/12/2018,29:36,188
218,Moyne,31/12/2018,30:40,108
219,Murrindindi,31/12/2018,32:22,180
220,Nillumbik,31/12/2018,23:44,361
221,Northern Grampians,31/12/2018,27:48,167
222,Port Phillip,31/12/2018,23:29,"1,085"
223,Pyrenees,31/12/2018,28:20,74
224,Queenscliffe,31/12/2018,24:30,37
225,South Gippsland,31/12/2018,30:26,283
226,Southern Grampians,31/12/2018,27:38,172
227,Stonnington,31/12/2018,25:32,775
228,Strathbogie,31/12/2018,26:29,119
229,Surf Coast,31/12/2018,25:05,225
230,Swan Hill,31/12/2018,30:57,246
231,Towong,31/12/2018,34:30,70
232,Wangaratta,31/12/2018,31:02,295
233,Warrnambool,31/12/2018,21:16,317
234,Wellington,31/12/2018,25:55,444
235,West Wimmera,31/12/2018,27:05,45
236,Whitehorse,31/12/2018,21:42,"1,152"
237,Whittlesea,31/12/2018,22:42,"1,449"
238,Wodonga,31/12/2018,23:29,361
239,Wyndham,31/12/2018,21:04,"1,505"
240,Yarra,31/12/2018,22:13,831
241,Yarra Ranges,31/12/2018,20:07,1175
242,Yarriambiack,31/12/2018,31:08,63
243,Unincorporated,31/12/2018,38:58,3
244,Interstate LGAs,31/12/2018,34:39,146
245,Total AV,31/12/2018,23:57,"53,991"
246,Alpine,31/03/2019,31:56,173
247,Ararat,31/03/2019,26:09,141
248,Ballarat,31/03/2019,21:55,"1,140"
249,Banyule,31/03/2019,20:56,965
250,Bass Coast,31/03/2019,26:55,476
251,Baw Baw,31/03/2019,24:02,516
252,Bayside,31/03/2019,26:03,655
253,Benalla,31/03/2019,25:32,171
254,Boroondara,31/03/2019,23:35,936
255,Brimbank,31/03/2019,21:13,"1,460"
256,Buloke,31/03/2019,38:45,64
257,Campaspe,31/03/2019,25:29,414
258,Cardinia,31/03/2019,20:06,780
259,Casey,31/03/2019,19:55,"2,312"
260,Central Goldfields,31/03/2019,25:04,216
261,Colac-Otway,31/03/2019,27:36,227
262,Corangamite,31/03/2019,28:38,138
263,Darebin,31/03/2019,21:11,"1,296"
264,East Gippsland,31/03/2019,30:23,632
265,Frankston,31/03/2019,18:37,"1,515"
266,Gannawarra,31/03/2019,36:43,127
267,Glen Eira,31/03/2019,24:34,880
268,Glenelg,31/03/2019,27:45,205
269,Golden Plains,31/03/2019,27:30,90
270,Greater Bendigo,31/03/2019,24:05,"1,113"
271,Greater Dandenong,31/03/2019,19:21,"1,483"
272,Greater Geelong,31/03/2019,23:18,"2,502"
273,Greater Shepparton,31/03/2019,22:18,723
274,Hepburn,31/03/2019,34:01,164
275,Hindmarsh,31/03/2019,29:52,73
276,Hobsons Bay,31/03/2019,22:39,716
277,Horsham,31/03/2019,30:15,266
278,Hume,31/03/2019,19:18,"1,854"
279,Indigo,31/03/2019,34:04,97
280,Kingston,31/03/2019,22:10,"1,294"
281,Knox,31/03/2019,18:23,"1,160"
282,Latrobe,31/03/2019,21:44,"1,065"
283,Loddon,31/03/2019,35:04,76
284,Macedon Ranges,31/03/2019,22:34,413
285,Manningham,31/03/2019,23:58,691
286,Mansfield,31/03/2019,36:55,102
287,Maribyrnong,31/03/2019,21:03,691
288,Maroondah,31/03/2019,18:42,957
289,Melbourne,31/03/2019,22:32,"2,314"
290,Melton,31/03/2019,19:51,"1,097"
291,Mildura,31/03/2019,27:22,606
292,Mitchell,31/03/2019,23:31,548
293,Moira,31/03/2019,26:34,398
294,Monash,31/03/2019,22:17,"1,334"
295,Moonee Valley,31/03/2019,59:47,"1,361"
296,Moorabool,31/03/2019,22:01,329
297,Moreland,31/03/2019,21:53,"1,407"
298,Mornington Peninsula,31/03/2019,20:28,"1,738"
299,Mount Alexander,31/03/2019,31:00,144
300,Moyne,31/03/2019,30:33,135
301,Murrindindi,31/03/2019,30:57,154
302,Nillumbik,31/03/2019,23:26,367
303,Northern Grampians,31/03/2019,27:38,165
304,Port Phillip,31/03/2019,23:21,"1,059"
305,Pyrenees,31/03/2019,28:16,77
306,Queenscliffe,31/03/2019,26:25,36
307,South Gippsland,31/03/2019,29:52,315
308,Southern Grampians,31/03/2019,30:03,146
309,Stonnington,31/03/2019,24:18,753
310,Strathbogie,31/03/2019,26:06,110
311,Surf Coast,31/03/2019,24:04,260
312,Swan Hill,31/03/2019,29:36,243
313,Towong,31/03/2019,36:00,69
314,Wangaratta,31/03/2019,26:39,310
315,Warrnambool,31/03/2019,21:00,376
316,Wellington,31/03/2019,28:01,481
317,West Wimmera,31/03/2019,35:36,21
318,Whitehorse,31/03/2019,21:06,"1,136"
319,Whittlesea,31/03/2019,22:26,"1,413"
320,Wodonga,31/03/2019,20:20,393
321,Wyndham,31/03/2019,20:30,"1,486"
322,Yarra,31/03/2019,22:45,901
323,Yarra Ranges,31/03/2019,19:41,"1,209"
324,Yarriambiack,31/03/2019,35:02,64
325,Unincorporated,31/03/2019,43:18,20
326,Interstate LGAs,31/03/2019,29:37,175
327,Total AV,31/03/2019,23:32,"54,119"
